Vivado Simulator 2019.1
Time resolution is 1 ps
Time =                    0 | reset = 1 | sensor = 0000 | AF = x | BF = x | LED = 0 | SF = x | anodes = xxxx | cathodes = xxxxxxx
Time =         245000170000 | reset = 0 | sensor = 0101 | AF = 1 | BF = 0 | LED = 0 | SF = 0 | anodes = 1011 | cathodes = 1000010
Time =         245000190000 | reset = 0 | sensor = 0101 | AF = 1 | BF = 0 | LED = 0 | SF = 0 | anodes = 1011 | cathodes = 1100000
Time =         246000030000 | reset = 0 | sensor = 0101 | AF = 1 | BF = 0 | LED = 0 | SF = 0 | anodes = 1111 | cathodes = 1100000
Time =         246000050000 | reset = 0 | sensor = 0101 | AF = 1 | BF = 0 | LED = 0 | SF = 0 | anodes = 1110 | cathodes = 1110000
Time =         248000030000 | reset = 0 | sensor = 0101 | AF = 1 | BF = 0 | LED = 0 | SF = 0 | anodes = 1101 | cathodes = 0000001
Time =         250000030000 | reset = 0 | sensor = 0101 | AF = 1 | BF = 0 | LED = 0 | SF = 0 | anodes = 1011 | cathodes = 1100000
Time =         252000030000 | reset = 0 | sensor = 0101 | AF = 1 | BF = 0 | LED = 0 | SF = 0 | anodes = 1111 | cathodes = 1100000
Time =         252000050000 | reset = 0 | sensor = 0101 | AF = 1 | BF = 0 | LED = 0 | SF = 0 | anodes = 1110 | cathodes = 1110000
Time =         254000030000 | reset = 0 | sensor = 0101 | AF = 1 | BF = 0 | LED = 0 | SF = 0 | anodes = 1101 | cathodes = 0000001
Time =         256000030000 | reset = 0 | sensor = 0101 | AF = 1 | BF = 0 | LED = 0 | SF = 0 | anodes = 1011 | cathodes = 0000001
Time =         258000030000 | reset = 0 | sensor = 0101 | AF = 1 | BF = 0 | LED = 0 | SF = 0 | anodes = 1111 | cathodes = 0000001
Time =         258000050000 | reset = 0 | sensor = 0101 | AF = 1 | BF = 0 | LED = 0 | SF = 0 | anodes = 1110 | cathodes = 0000001
Time =         260000030000 | reset = 0 | sensor = 0101 | AF = 1 | BF = 0 | LED = 0 | SF = 0 | anodes = 1101 | cathodes = 0000001
Time =         262000030000 | reset = 0 | sensor = 0101 | AF = 1 | BF = 0 | LED = 0 | SF = 0 | anodes = 1011 | cathodes = 0000001
Time =         264000030000 | reset = 0 | sensor = 0101 | AF = 1 | BF = 0 | LED = 0 | SF = 0 | anodes = 1111 | cathodes = 0000001
Time =         264000050000 | reset = 0 | sensor = 0101 | AF = 1 | BF = 0 | LED = 0 | SF = 0 | anodes = 1110 | cathodes = 0000001
Time =         266000030000 | reset = 0 | sensor = 0101 | AF = 1 | BF = 0 | LED = 0 | SF = 0 | anodes = 1101 | cathodes = 0000001
